"ID","Data"
"1","0"
"2","3"
"3","4"
"4","4"
"5","4"
"6","6"
"7","12"
"8","23"
"9","40"
"10","65"
"11","100"
"12","146"
"13","204"
"14","276"
"15","364"
"16","469"
"17","592"
"18","735"
"19","900"
"20","1088"
"21","1300"
"22","1538"
"23","1804"
"24","2099"
"25","2424"
"26","2781"
"27","3172"
"28","3598"
"29","4060"
"30","4560"
"31","5100"
"32","5681"
"33","6304"
"34","6971"
"35","7684"
"36","8444"
"37","9252"
"38","10110"
"39","11020"
"40","11983"
"41","13000"
"42","14073"
"43","15204"
"44","16394"
"45","17644"
"46","18956"
"47","20332"
"48","21773"
"49","23280"
"50","24855"
"51","26500"
"52","28216"
"53","30004"
"54","31866"
"55","33804"
"56","35819"
"57","37912"
"58","40085"
"59","42340"
"60","44678"
"61","47100"
"62","49608"
"63","52204"
"64","54889"
"65","57664"
"66","60531"
"67","63492"
"68","66548"
"69","69700"
"70","72950"
"71","76300"
"72","79751"
"73","83304"
"74","86961"
"75","90724"
"76","94594"
"77","98572"
"78","102660"
"79","106860"
"80","111173"
"81","115600"
"82","120143"
"83","124804"
"84","129584"
"85","134484"
"86","139506"
"87","144652"
"88","149923"
"89","155320"
"90","160845"
"91","166500"
"92","172286"
"93","178204"
"94","184256"
"95","190444"
"96","196769"
"97","203232"
"98","209835"
"99","216580"
"100","223468"
"101","223468"
"102","223468"
"103","223468"
"104","223468"
"105","223468"
"106","223468"
"107","223468"
"108","223468"
"109","223468"
"110","223468"
"111","223468"
"112","223468"
"113","223468"
"114","223468"
"115","223468"
"116","223468"
"117","223468"
"118","223468"
"119","223468"
"120","223468"
"121","223468"
"122","223468"
"123","223468"
"124","223468"
"125","223468"
"126","223468"
"127","223468"
"128","223468"
"129","223468"
"130","223468"
"131","223468"
"132","223468"
"133","223468"
"134","223468"
"135","223468"
"136","223468"
"137","223468"
"138","223468"
"139","223468"
"140","223468"
"141","223468"
"142","223468"
"143","223468"
"144","223468"
"145","223468"
"146","223468"
"147","223468"
"148","223468"
"149","223468"
"150","223468"
"151","223468"
"152","223468"
"153","223468"
"154","223468"
"155","223468"
"156","223468"
"157","223468"
"158","223468"
"159","223468"
"160","223468"
"161","223468"
"162","223468"
"163","223468"
"164","223468"
"165","223468"
"166","223468"
"167","223468"
"168","223468"
"169","223468"
"170","223468"
"171","223468"
"172","223468"
"173","223468"
"174","223468"
"175","223468"
"176","223468"
"177","223468"
"178","223468"
"179","223468"
"180","223468"
"181","223468"
"182","223468"
"183","223468"
"184","223468"
"185","223468"
"186","223468"
"187","223468"
"188","223468"
"189","223468"
"190","223468"
"191","223468"
"192","223468"
"193","223468"
"194","223468"
"195","223468"
"196","223468"
"197","223468"
"198","223468"
"199","223468"
"200","223468"
"201","223468"
"202","223468"
"203","223468"
"204","223468"
"205","223468"
"206","223468"
"207","223468"
"208","223468"
"209","223468"
"210","223468"
"211","223468"
"212","223468"
"213","223468"
"214","223468"
"215","223468"
"216","223468"
"217","223468"
"218","223468"
"219","223468"
"220","223468"
"221","223468"
"222","223468"
"223","223468"
"224","223468"
"225","223468"
"226","223468"
"227","223468"
"228","223468"
"229","223468"
"230","223468"
"231","223468"
"232","223468"
"233","223468"
"234","223468"
"235","223468"
"236","223468"
"237","223468"
"238","223468"
"239","223468"
"240","223468"
"241","223468"
"242","223468"
"243","223468"
"244","223468"
"245","223468"
"246","223468"
"247","223468"
"248","223468"
"249","223468"
"250","223468"
"251","223468"
"252","223468"
"253","223468"
"254","223468"
"255","223468"
