"ID","Data"
"1","0"
"2","0"
"3","0"
"4","0"
"5","0"
"6","0"
"7","0"
"8","0"
"9","0"
"10","0"
"11","0"
"12","0"
"13","0"
"14","0"
"15","0"
"16","0"
"17","0"
"18","0"
"19","0"
"20","0"
"21","0"
"22","0"
"23","0"
"24","0"
"25","0"
"26","0"
"27","0"
"28","0"
"29","0"
"30","0"
"31","0"
"32","0"
"33","0"
"34","0"
"35","0"
"36","0"
"37","0"
"38","0"
"39","0"
"40","0"
"41","0"
"42","0"
"43","0"
"44","0"
"45","0"
"46","0"
"47","0"
"48","0"
"49","0"
"50","0"
"51","0"
"52","0"
"53","0"
"54","0"
"55","0"
"56","0"
"57","0"
"58","0"
"59","0"
"60","0"
"61","0"
"62","0"
"63","0"
"64","0"
"65","0"
"66","0"
"67","0"
"68","0"
"69","0"
"70","0"
"71","0"
"72","0"
"73","0"
"74","0"
"75","0"
"76","0"
"77","0"
"78","0"
"79","0"
"80","0"
"81","0"
"82","0"
"83","0"
"84","0"
"85","0"
"86","0"
"87","0"
"88","0"
"89","0"
"90","0"
"91","0"
"92","0"
"93","0"
"94","0"
"95","0"
"96","0"
"97","0"
"98","0"
"99","0"
"100","0"
"101","0,062937"
"102","0,0569"
"103","0,051488"
"104","0,046267"
"105","0,041637"
"106","0,037784"
"107","0,034309"
"108","0,031172"
"109","0,028158"
"110","0,02546"
"111","0,022654"
"112","0,019904"
"113","0,017817"
"114","0,015771"
"115","0,014008"
"116","0,01365"
"117","0,013175"
"118","0,012832"
"119","0,012475"
"120","0,012073"
"121","0,01184"
"122","0,011494"
"123","0,011292"
"124","0,01099"
"125","0,010761"
"126","0,010546"
"127","0,010321"
"128","0,010151"
"129","0,009949"
"130","0,00974"
"131","0,009597"
"132","0,009425"
"133","0,009278"
"134","0,009123"
"135","0,008974"
"136","0,008847"
"137","0,008698"
"138","0,008581"
"139","0,008457"
"140","0,008338"
"141","0,008235"
"142","0,008113"
"143","0,008018"
"144","0,007906"
"145","0,007798"
"146","0,007713"
"147","0,007612"
"148","0,007524"
"149","0,00743"
"150","0,00734"
"151","0,007268"
"152","0,007184"
"153","0,007116"
"154","0,007029"
"155","0,006945"
"156","0,006884"
"157","0,006805"
