"ID","Data"
"1","0"
"2","0"
"3","0"
"4","0"
"5","0"
"6","0"
"7","0"
"8","0"
"9","0"
"10","0"
"11","0"
"12","0"
"13","0"
"14","0"
"15","0"
"16","0"
"17","0"
"18","0"
"19","0"
"20","0"
"21","0"
"22","0"
"23","0"
"24","0"
"25","0"
"26","0"
"27","0"
"28","0"
"29","0"
"30","0"
"31","0"
"32","0"
"33","0"
"34","0"
"35","0"
"36","0"
"37","0"
"38","0"
"39","0"
"40","0"
"41","0"
"42","0"
"43","0"
"44","0"
"45","0"
"46","0"
"47","0"
"48","0"
"49","0"
"50","0"
"51","0"
"52","0"
"53","0"
"54","0"
"55","0"
"56","0"
"57","0"
"58","0"
"59","0"
"60","0"
"61","0"
"62","0"
"63","0"
"64","0"
"65","0"
"66","0"
"67","0"
"68","0"
"69","0"
"70","0"
"71","0"
"72","0"
"73","0"
"74","0"
"75","0"
"76","0"
"77","0"
"78","0"
"79","0"
"80","0"
"81","0"
"82","0"
"83","0"
"84","0"
"85","0"
"86","0"
"87","0"
"88","0"
"89","0"
"90","0"
"91","0"
"92","0"
"93","0"
"94","0"
"95","0"
"96","0"
"97","0"
"98","0"
"99","0"
"100","0"
"101","0,000832"
"102","0,000793"
"103","0,000793"
"104","0,000757"
"105","0,000757"
"106","0,000724"
"107","0,000694"
"108","0,000694"
"109","0,000666"
"110","0,000666"
"111","0,00064"
"112","0,000616"
"113","0,000594"
"114","0,000574"
"115","0,000537"
"116","0,000537"
"117","0,00052"
"118","0,00049"
"119","0,00049"
"120","0,000462"
"121","0,00045"
"122","0,000438"
"123","0,000427"
"124","0,000416"
"125","0,000396"
"126","0,000387"
"127","0,000387"
"128","0,00037"
"129","0,000362"
"130","0,000347"
"131","0,00034"
"132","0,000333"
"133","0,000326"
"134","0,00032"
"135","0,000308"
"136","0,000303"
"137","0,000297"
"138","0,000287"
"139","0,000282"
"140","0,000273"
"141","0,000268"
"142","0,000264"
"143","0,000256"
"144","0,000256"
"145","0,000248"
"146","0,000245"
"147","0,000238"
"148","0,000231"
"149","0,000228"
"150","0,000222"
"151","0,000219"
"152","0,000216"
"153","0,000211"
"154","0,000208"
"155","0,000203"
"156","0,000201"
"157","0,000198"
