"ID","Data"
"1","0,002587"
"2","0,002264"
"3","0,002264"
"4","0,002264"
"5","0,002264"
"6","0,002012"
"7","0,002012"
"8","0,002012"
"9","0,002012"
"10","0,002012"
"11","0,001811"
"12","0,001811"
"13","0,001646"
"14","0,001646"
"15","0,001509"
"16","0,001509"
"17","0,001509"
"18","0,001393"
"19","0,001393"
"20","0,001293"
"21","0,001293"
"22","0,001293"
"23","0,001207"
"24","0,001132"
"25","0,001132"
"26","0,001065"
"27","0,001065"
"28","0,001006"
"29","0,001006"
"30","0,000953"
"31","0,000953"
"32","0,000905"
"33","0,000905"
"34","0,000862"
"35","0,000862"
"36","0,000823"
"37","0,000823"
"38","0,000787"
"39","0,000787"
"40","0,000755"
"41","0,000724"
"42","0,000724"
"43","0,000696"
"44","0,000696"
"45","0,000671"
"46","0,000671"
"47","0,000647"
"48","0,000624"
"49","0,000624"
"50","0,000604"
"51","0,000604"
"52","0,000584"
"53","0,000566"
"54","0,000566"
"55","0,000549"
"56","0,000549"
"57","0,000533"
"58","0,000517"
"59","0,000517"
"60","0,000503"
"61","0,000477"
"62","0,000453"
"63","0,000431"
"64","0,000421"
"65","0,000402"
"66","0,000385"
"67","0,00037"
"68","0,000355"
"69","0,000342"
"70","0,000335"
"71","0,000312"
"72","0,000287"
"73","0,000266"
"74","0,000248"
"75","0,000232"
"76","0,000216"
"77","0,000199"
"78","0,000185"
"79","0,000172"
"80","0,00016"
"81","0,000148"
"82","0,000138"
"83","0,000128"
"84","0,00012"
"85","0,000111"
"86","0,000103"
"87","9,6E-05"
"88","8,9E-05"
"89","8,3E-05"
"90","7,7E-05"
"91","7,2E-05"
"92","6,7E-05"
"93","6,2E-05"
"94","5,7E-05"
"95","5,3E-05"
"96","5E-05"
"97","4,6E-05"
"98","4,3E-05"
"99","4E-05"
"100","3,7E-05"
"101","0,002164"
"102","0,002164"
"103","0,002164"
"104","0,001924"
"105","0,001924"
"106","0,001924"
"107","0,001924"
"108","0,001732"
"109","0,001732"
"110","0,001732"
"111","0,001732"
"112","0,001732"
"113","0,001574"
"114","0,001574"
"115","0,001443"
"116","0,001443"
"117","0,001443"
"118","0,001332"
"119","0,001332"
"120","0,001237"
"121","0,001237"
"122","0,001237"
"123","0,001154"
"124","0,001082"
"125","0,001082"
"126","0,001082"
"127","0,001019"
"128","0,001019"
"129","0,000962"
"130","0,000962"
"131","0,000911"
"132","0,000911"
"133","0,000866"
"134","0,000866"
"135","0,000825"
"136","0,000825"
"137","0,000825"
"138","0,000787"
"139","0,000787"
"140","0,000753"
"141","0,000753"
"142","0,000753"
"143","0,000721"
"144","0,000693"
"145","0,000693"
"146","0,000666"
"147","0,000666"
"148","0,000641"
"149","0,000641"
"150","0,000618"
"151","0,000597"
"152","0,000597"
"153","0,000577"
"154","0,000577"
"155","0,000559"
"156","0,000559"
"157","0,000541"
"158","0,000525"
"159","0,000525"
"160","0,000509"
"161","0,000495"
"162","0,000481"
"163","0,000468"
"164","0,000456"
"165","0,000444"
"166","0,000444"
"167","0,000422"
"168","0,000422"
"169","0,000412"
