"300510","0","0","0","192","268435456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5000","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","130","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2035","0","0","Collector's Speed I","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Your mount collection grants +1% mount speed.","","","","","","","","","","","","","","","","16712190","Mount speed increased by 1%.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300511","0","0","0","192","268435456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5000","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","130","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2035","0","0","Collector's Speed II","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Your mount collection grants +2% mount speed.","","","","","","","","","","","","","","","","16712190","Mount speed increased by 2%.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300512","0","0","0","192","268435456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5000","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","0","0","0","130","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2035","0","0","Collector's Speed III","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Your mount collection grants +3% mount speed.","","","","","","","","","","","","","","","","16712190","Mount speed increased by 3%.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300513","0","0","0","192","268435456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5000","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","0","1","1","0","0","0","0","5","5","0","0","0","0","1","1","0","0","0","0","0","0","0","130","209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2035","0","0","Collector's Speed IV","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","Your mount collection grants +5% mount speed.","","","","","","","","","","","","","","","","16712190","Mount speed increased by 5%.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300580","0","0","0","134217728","0","2147483648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","80","42","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","6","1","1","1","0","0","0","79","199","119","0","0","0","1","1","1","0","0","0","0","0","0","99","29","13","0","0","0","0","0","0","0","0","0","0","0","0","2","2","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","Well Fed (Foothills)","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2. Lasts $d.","","","","","","","","","","","","","","","","16712190","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"300584","11","0","0","402653440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","60000","1","262272","0","0","101","0","0","80","80","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","64","0","1","1","0","0","0","0","6000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","84","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300580","0","0","0","0","0","0","0","0","0","0","0","0","51","0","358","0","50","Foothills Stat Food","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Restores $o1 health over $d and triggers a Well Fed buff.  Must remain seated while eating.","","","","","","","","","","","","","","","","16712190","Restores $/5;s1 health per second.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300581","0","0","0","134217728","0","2147483648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","95","42","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","6","1","1","1","0","0","0","174","449","259","0","0","0","1","1","1","0","0","0","0","0","0","99","29","13","0","0","0","0","0","0","0","0","0","0","0","0","2","2","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","Well Fed (Scorched)","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2. Lasts $d.","","","","","","","","","","","","","","","","16712190","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"300585","11","0","0","402653440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","60000","1","262272","0","0","101","0","0","95","95","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","64","0","1","1","0","0","0","0","12000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","84","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300581","0","0","0","0","0","0","0","0","0","0","0","0","51","0","358","0","50","Scorched Stat Food","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Restores $o1 health over $d and triggers a Well Fed buff.  Must remain seated while eating.","","","","","","","","","","","","","","","","16712190","Restores $/5;s1 health per second.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"300582","0","0","0","134217728","0","2147483648","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","110","42","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","6","6","1","1","1","0","0","0","369","949","544","0","0","0","1","1","1","0","0","0","0","0","0","99","29","13","0","0","0","0","0","0","0","0","0","0","0","0","2","2","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0","Well Fed (Summit)","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2. Lasts $d.","","","","","","","","","","","","","","","","16712190","Attack Power increased by $s1, Spell Power increased by $s3 and Stamina increased by $s2.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"300586","11","0","0","402653440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","60000","1","262272","0","0","101","0","0","110","110","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","64","0","1","1","0","0","0","0","25000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","84","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300582","0","0","0","0","0","0","0","0","0","0","0","0","51","0","358","0","50","Summit Stat Food","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","Restores $o1 health over $d and triggers a Well Fed buff.  Must remain seated while eating.","","","","","","","","","","","","","","","","16712190","Restores $/5;s1 health per second.","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
